0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	4	4	13	13	4	4	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	4	4	13	13	4	4	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	
0	0	0	0	0	0	0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	
4	4	0	0	4	4	4	4	0	0	0	0	0	0	0	0	0	0	4	4	4	4	0	0	4	4	
13	13	0	0	4	4	4	4	0	0	0	0	0	0	0	0	0	0	4	4	4	4	0	0	13	13	
0	0	0	0	0	0	0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	
0	0	4	4	0	0	4	4	0	0	4	4	4	4	4	4	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	4	4	4	4	4	4	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	4	4	9	0	4	4	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	4	4	0	0	4	4	0	0	
0	0	4	4	0	0	4	4	0	0	0	4	4	4	4	0	0	0	4	4	0	0	4	4	0	0	
0	0	0	0	0	0	0	0	0	0	0	4	49	50	4	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	4	53	54	4	0	0	0	0	0	0	0	0	0	0	0

